code,name,iqc_id,name
1.05.026.009,侧面按钮B/F1B604 ABS(本色),4091,黄萍
1.05.026.010,侧面按钮A/F1A604 透明ABS,4091,黄萍
1.05.026.011,侧面按钮B/F1B604 透明ABS,4091,黄萍
1.05.026.012,高端侧按键壳A/F1A604 ABS(黑色),4091,黄萍
1.05.026.013,低端侧按键壳A/F1A601 ABS(黑色),4091,黄萍
1.05.026.014,高端侧按键壳B/F1B604 ABS(黑色),4091,黄萍
1.05.026.015,低端侧按键壳B/F1B601 ABS(黑色),4091,黄萍
1.05.026.016,操作面板PCB壳,4091,黄萍
1.05.026.017,YG侧面按键PCB外壳/ABS(R29060570),4091,黄萍
1.05.026.018,YG侧面按键固定壳/ABS 121H-X0915,4091,黄萍
1.05.026.019,YG侧面按键/ABS 121H-X0915,4091,黄萍
1.05.026.020,侧按键外壳/HDE1115  ABS,4091,黄萍
1.05.026.021,LED导光板/HDE1115透明PMMA,4091,黄萍
1.05.026.022,手动放水按键/1115 ABS,,
1.05.026.023,手动放水按键外壳/HDE1115  PP,4091,黄萍
1.05.026.025,YG侧面按键固定壳,,
1.05.026.026,YG侧面按键固定壳/红色,,
1.05.026.027,YG侧面按键固定壳/钢琴漆(黑色),,
1.05.026.028,YG导光条/透明亚克力 (灯带处),,
1.05.026.029,YG导光条/ABS本色 (灯带处),4091,黄萍
1.05.026.030,YG导光条/电镀 (灯带处),4091,黄萍
1.05.026.031,YM侧面按键固定壳/ABS 121H-X0915,,
1.05.026.032,YM LED导光板2/透明PMMA,,
1.05.026.033,YG侧面按键固定壳/枣红色,,
1.05.026.034,按键板外壳/按键挡板/F1M/高光PP,4091,黄萍
1.05.026.035,侧面按键外壳F1M/ABS 121H-X0915,4091,黄萍
1.05.026.036,侧面按键（大）F1M/PC(LUX9616G)+金属装饰片,4091,黄萍
1.05.026.037,侧面按键（小）F1M/白色ABS 121H-X0915,4091,黄萍
1.05.026.038,侧面按键NOKEN01/高光ABS,,
1.05.026.039,侧面按键PCB外壳/NOKEN01,,
1.05.026.040,YT侧面按键外壳/PP,4091,黄萍
1.05.026.041,YT侧面按键Ⅱ/PC(LUX9616G),4091,黄萍
1.05.026.042,按键板外壳/YT侧面按键Ⅰ/PP,4091,黄萍
1.05.026.043,按键挡板/美标F1M/INAX/高光PP,4091,黄萍
1.05.026.044,侧面按键装饰板/YT/ABS,4091,黄萍
1.05.026.045,侧面按键外壳aB13302/白色ABS/78*30*21,4091,黄萍
1.05.026.046,侧面按键1/aB13302/白色ABS/15*10*8,4091,黄萍
1.05.026.047,侧面按键2/aB13302/白色ABS/17*10*8,4091,黄萍
1.05.026.048,侧面按键固定壳HDE5001T/阻燃PP /84*36*34,,
1.05.026.049,侧面按键I HDE5001T/透明PC/22*φ19,,
1.05.026.050,侧面按键II HDE5001T/阻燃PP /84*36*34,,
1.05.026.051,侧面按键装饰件HDE5001T/白色ABS(同高光PP)/3.2*φ12,4091,黄萍
1.05.026.052,电源键导光柱/HDE5006T/透明PC/16*10*23,4091,黄萍
1.05.026.053,侧面按键I/HDE5006T/ABS/φ10*20,4091,黄萍
1.05.026.054,侧面按键外壳/HDE5006T/ABS/97*31*32,4091,黄萍
1.05.026.055,侧面按键外壳/YU/阻燃ABS/103*40*29,4091,黄萍
1.05.026.056,侧面按键/YU/阻燃ABS/55*20*24,4091,黄萍
1.05.026.057,电源键/YU/阻燃ABS/φ14*15,4091,黄萍
1.05.026.058,电源键装饰板/YU/PC  LUX9616G-WH8A491X/&Oslash;21*16,4091,黄萍
1.05.026.059,侧面按键II/HDE5006T/白色ABS/Φ10*24,4091,黄萍
1.05.026.060,侧面按键III/HDE5006T/白色ABS/φ10*27,4091,黄萍
1.05.026.061,侧面按键电源键/HDE5006T/白色ABS/φ10*19,4091,黄萍
1.05.026.062,侧面按键Ⅰ/HDE5006T/电镀亮铬/ABS/φ10*20,,
1.05.026.063,侧面按键Ⅱ/HDE5006T/电镀亮铬/ABS/Φ10*24,,
1.05.026.064,侧面按键Ⅲ/HDE5006T/电镀亮铬/ABS/φ10*27,,
1.05.026.065,侧面按键电源键/HDE5006T/电镀亮铬/ABS/φ10*19,,
1.05.026.066,aB13302侧面按键外壳/电镀/ABS/,,
1.05.026.067,按键板外壳/aB13302侧面按键1/电镀/ABS/,,
1.05.026.068,aB13302侧面按键2/电镀/ABS/,,
1.05.026.069,YG导光条/ABS本色 (灯带处) 白培 /用于喷漆件,,
1.05.026.070,按键板外壳/YG侧面按键固定壳（改模后）/ABS/ ,4091,黄萍
1.05.026.071,YG导光条/电镀 (灯带处)/用于喷漆件,4091,黄萍
1.05.026.072,按键板外壳/SW1293侧面按键1/V-0阻燃抗菌ABS/ ,4091,黄萍
1.05.026.073,按键板外壳/SW1293侧面按键2/V-0阻燃抗菌ABS/ ,4091,黄萍
1.05.026.074,按键板外壳/SW1293侧面按键外壳/白色ABS/ ,,
1.05.026.075,YG侧面按键/新,,
1.05.026.076,按键板外壳/侧按键外壳I11/ABS白色,,
1.05.026.077,按键板外壳/侧按键/ABS白色/图标镭雕,,
1.05.027.001,遥控接收盒/YA1801  ABS本色(R29060443),4091,黄萍
1.05.027.002,遥控接收盒/F1A604 ABS本色,4091,黄萍
1.05.027.003,YG接水盒/ABS本色,4091,黄萍
1.05.027.004,YG接水盒盖板/ABS本色,4091,黄萍
1.05.027.005,停用-YG接水盒/ABS 121H-X0585,4091,黄萍
1.05.027.006,停用-YG接水盒盖板/ABS 121H-X0585,4091,黄萍
1.05.027.007,YM接水盒/ABS 本色,4091,黄萍
1.05.027.008,YM接水盒盖板/ABS 本色,4091,黄萍
1.05.027.009,YT接水盒/ABS,4091,黄萍
1.05.027.010,YT接水盒盖/ABS,4091,黄萍
1.05.027.011,IP65防水接线盒/NOKEN,4091,黄萍
1.05.027.012,接水件aB13302/POM/63*27*35,4091,黄萍
1.05.027.013,接水盒盖aB13302/本色ABS/108*35*11,4091,黄萍
1.05.027.014,接水盒体aB13302/本色ABS/117*58*33,4091,黄萍
1.05.027.015,接水盒上盖HDE5001T/本色ABS 80*45*18,4091,黄萍
1.05.027.016,接水盒下壳HDE5001T/本色ABS 87*58*27,4091,黄萍
1.05.027.017,微波外壳/ABS,4091,黄萍
1.05.027.018,遥控接收盒/SW1293接水盒上盖/本色ABS/ ,4091,黄萍
1.05.027.019,遥控接收盒/SW1293接水盒下盖/本色ABS/ ,4091,黄萍
1.05.027.020,微波外壳/ABS*/FN,4091,黄萍
1.05.027.021,遥控接收盒/i10接水盒/ABS,4091,黄萍
1.05.027.022,2.4G无线遥控接收（日端）/3pin 绿色/400mm,4091,黄萍
1.05.028.001,夜灯罩/YA1801 透明PC(R29060478),4091,黄萍
1.05.028.002,夜灯盒/F1A604 PC(LUX9616G),4091,黄萍
1.05.028.003,YG透明条/透明PMMA(指示灯处),4091,黄萍
1.05.028.004,夜灯壳/MI/光扩散级PC EHR3400/半透明/23.5*12*11（智米专用）,4091,黄萍
1.05.028.005,光感外壳/零水压/D6A,4091,黄萍
1.05.028.006,夜灯罩/F1N小灯罩/透明PC/ ,4091,黄萍
1.05.029.001,阻尼PCB外壳/YA1801 阻燃ABS,,
1.05.030.001,阻尼定位套/YD系列 ABS本色,,
1.05.030.002,F9右旋钮定位套/ABS/怡和白色/一鹏,,
1.05.030.003,F9左旋钮定位套/ABS/怡和白色/一鹏,,
1.05.031.001,阻尼固定套/YD系列 PA66,4091,黄萍
1.05.031.002,停用-阻尼套/F1A604 本色ABS,4091,黄萍
1.05.031.003,停用-阻尼套盖板/F1A604 本色ABS,4091,黄萍
1.05.031.004,阻尼套(φ20)/F1A,4091,黄萍
1.05.031.005,阻尼套盖板(φ20)/F1A,4091,黄萍
1.05.031.006,阻尼固定套/YN阻尼套1/PA66+30%GF/ ,4091,黄萍
1.05.031.007,阻尼固定套/YN阻尼套2/PA66+30GF/ ,4091,黄萍
1.05.032.001,过滤器上盖/POM 白色,,
1.05.033.001,过滤体/POM 白色,4091,黄萍
1.05.033.002,过滤体/内置过滤器壳体/PP 60*38*24（智米专用）,4091,黄萍
1.05.033.003,过滤体/内置过滤器支架/  PP+钢网（80目） φ17*32（智米专用）,4091,黄萍
1.05.033.004,四分过滤网/POM+SUS304/120目,4091,黄萍
1.05.033.005,六分过滤网/POM+SUS304/80目,4091,黄萍
1.05.033.006,过滤体/F8四分过滤壳体/PA66+30%GF/60*46*35,4091,黄萍
1.05.033.007,美制4分内置过滤器壳体/PA66+30%GF,4091,黄萍
1.05.033.008,美规三通过滤网/POM+SUS304/80目,4091,黄萍
1.05.034.001,过滤档圈/POM 白色,4091,黄萍
1.05.034.002,密封圈固定环/POM 白色,4091,黄萍
1.05.034.003,环/尼龙塑料垫圈/7*12/1/YK,4091,黄萍
1.05.034.004,2分C型卡/φ7.65,,
1.05.034.005,卡箍锁盖,4091,黄萍
1.05.034.006,卡箍壳,4091,黄萍
1.05.034.007,卡圈盖/pp/智米白色,4091,黄萍
1.05.034.008,卡圈壳/pp/智米白色,4091,黄萍
1.05.034.009,护线环/0813/台湾金笔,4091,黄萍
1.05.034.010,F8旋钮垫圈/POM/昊阁,4091,黄萍
1.05.034.011,铰链壳垫片/PA66+GF30%/7001,4091,黄萍
1.05.035.001,钢带外壳/POM,4091,黄萍
1.05.035.002,钢带外壳新,4091,黄萍
1.05.035.003,钢带外壳/F1M/POM,4091,黄萍
1.05.035.004,钢带外壳/F1M新钢带外壳,4091,黄萍
1.05.035.005,MI-01钢带外壳/POM本色,4091,黄萍
1.05.035.006,MI-01钢带外壳/POM本色/新改模,4091,黄萍
1.05.036.001,驱动轮(清洗器)/POM,4091,黄萍
1.05.036.002,驱动轮(气泵)/PA66+G30,4091,黄萍
1.05.036.003,驱动轮(清洗器)新,4091,黄萍
1.05.037.001,冲洗管盖/ABS,,
1.05.038.001,喷头/ABS,4091,黄萍
1.05.038.002,自洁喷头/ABS,4091,黄萍
1.05.038.003,自洁喷头/ABS 钢管清洗器用,4091,黄萍
1.05.038.004,喷头,4091,黄萍
1.05.038.005,喷头/清洗器喷头/F1M/白色 ABS,4091,黄萍
1.05.038.006,喷头/一五孔喷头/喷头加喷头盖,4091,黄萍
1.05.038.007,喷头/三五孔喷头/喷头加喷头盖,4091,黄萍
1.05.038.008,喷头/F1M三五孔喷头/喷头加喷头盖ABS 121H-X0915,4091,黄萍
1.05.038.009,三五孔喷头加喷头盖/阻燃抗菌ABS/φ0.6-0.8,4091,黄萍
1.05.038.010,喷头/清洗器自洁喷头/φ1.0-1.6,4091,黄萍
1.05.038.011,喷头/MI/抗菌ABS/42*φ19（智米专用）,4091,黄萍
1.05.038.012,自洁喷口MI/ABS/18*15*7（智米专用）,4091,黄萍
1.05.038.013,自洁喷头/5001/ABS/φ1.1,4091,黄萍
1.05.038.014,自洁喷头5001-5006/ABS/φ1.1,4091,黄萍
1.05.038.015,喷头/YG喷头新/ ABS/ ,4091,黄萍
1.05.038.016,喷头加喷头盖MI/抗菌ABS/42*φ19,4091,黄萍
1.05.038.017,自洁喷头YT专用/ABS/φ1.0,4091,黄萍
1.05.038.018,弯管喷头/vo阻燃抗菌ASA/昊阁,4091,黄萍
1.05.038.019,自洁喷头/ABS/1101,4091,黄萍
1.05.038.020,喷头加喷头盖/MI 110V/小孔径/抗菌ABS,4091,黄萍
1.05.038.021,圆管清洗器喷头/十字螺钉固定定位/φ3.3,4091,黄萍
1.05.038.022,喷头/F1N喷头/ABS,4091,黄萍
1.05.038.023,喷头/F1N喷头后盖/ABS,4091,黄萍
1.05.038.024,喷头/F1N喷头过渡件/ABS,4091,黄萍
1.05.038.025,喷头/F1N喷头前盖/ABS,4091,黄萍
1.05.038.026,喷头/F1N美规喷头/抗菌ABS/ ,4091,黄萍
1.05.038.027,喷头/弯管喷嘴组件/抗菌ASA/昊阁,,
1.05.038.028,喷头/F1N喷头加喷头后盖/抗菌ABS/ ,,
1.05.038.029,喷头/抗菌ABS/5系列清洗器/可拆卸喷头,,
1.05.038.030,喷头过渡件/POM/5系列清洗器/可拆卸喷头,,
1.05.038.031,喷头加喷头压盖/抗菌ABS/5系列清洗器/可拆卸喷头,,
1.05.038.032,喷头/弯管喷嘴组件/抗菌ABS,,
1.05.039.001,冲洗管/ABS,,
1.05.039.002,F1N加热器螺纹管φ17*75/阻燃PA66加30GF,,
1.05.040.001,喷头盖/ABS,4091,黄萍
1.05.040.002,喷口盖 男φ1.6 女φ0.8,4091,黄萍
1.05.040.003,F1C底座封盖/ABS 121H-X0915,4091,黄萍
1.05.040.004,喷口盖 男φ0.8 女φ0.6,4091,黄萍
1.05.040.005,喷头盖/清洗器喷头盖/F1M/白色 ABS,4091,黄萍
1.05.040.006,喷头盖/HDE5001T/ABS/三五孔φ0.6-0.8,4091,黄萍
1.05.040.007,喷头盖/MI/抗菌ABS/13*13*5（智米专用）,4091,黄萍
1.05.040.008,喷头/YG喷头（通便）/ABS/ ,4091,黄萍
1.05.040.009,喷嘴连接件/阻燃抗菌ABS/昊阁,4091,黄萍
1.05.040.010,弯管喷嘴/vo阻燃抗菌ASA/昊阁,4091,黄萍
1.05.040.011,弯管喷嘴盖/阻燃抗菌ABS/昊阁,4091,黄萍
1.05.040.012,喷头盖/MI/抗菌ABS/小孔径/智米专用,4091,黄萍
1.05.040.013,喷头盖/抗菌ABS/5系列清洗器/可拆卸喷头,,
1.05.040.014,喷头压盖/抗菌ABS/5系列清洗器/可拆卸喷头,,
1.05.041.001,气泵转轮/POM,,
1.05.042.001,气泵上盖/ABS,,
1.05.043.001,气泵上盖衬件/ABS,,
1.05.044.001,气泵底座衬件/ABS,,
1.05.045.001,单向阀嘴/ABS,4091,黄萍
1.05.045.002,直电磁阀进水端/ABS,4091,黄萍
1.05.045.003,4分进水口/POM,4091,黄萍
1.05.045.004,YG4分进水嘴/POM,4091,黄萍
1.05.045.005,单向阀嘴/四分进水嘴NOKEN/POM/41*38.7*21,4091,黄萍
1.05.045.006,转接头/F1M/POM,4091,黄萍
1.05.045.007,4分进水口/INAX,4091,黄萍
1.05.045.008,电磁阀进水口aB13302/PA66 63*30*18,4091,黄萍
1.05.045.009,电磁阀进水口aB13302/PA66/63*30*18,4091,黄萍
1.05.045.010,4分进水口堵头,4091,黄萍
1.05.045.011,YG4分进水嘴2/POM,4091,黄萍
1.05.045.012,新电磁阀进水口aB13302/PA66 63*30*18 /配双密封圈用,4091,黄萍
1.05.046.001,分配阀体/POM,4091,黄萍
1.05.046.002,空气阀体/POM白,4091,黄萍
1.05.046.003,空气阀座/POM  白,4091,黄萍
1.05.046.004,空气阀体/法恩专用/POM,,
1.05.046.005,分水阀体/零水压/D6A,,
1.05.046.006,分配阀体/F1N分配阀体/POM,,
1.05.046.007,空气隔离阀体/POM,,
1.05.047.001,分配阀座/pps（上海苏威220）,4091,黄萍
1.05.047.002,分配阀座（研磨后）/PPS（上海苏威220）,4091,黄萍
1.05.047.003,分水阀进水口/零水压/D6A,4091,黄萍
1.05.048.001,分配阀芯/PPS（上海苏威220）,4091,黄萍
1.05.048.002,分配阀芯（研磨后）/pps（上海苏威220）,4091,黄萍
1.05.048.003,分水阀球阀/零水压/D6A,4091,黄萍
1.05.049.001,分配阀传动轴/ABS,4091,黄萍
1.05.049.002,分配阀传动轴（委外加工）,4091,黄萍
1.05.049.003,分配阀传动轴-下/POM ,4091,黄萍
1.05.049.004,分水阀转动轴/零水压/D6A,4091,黄萍
1.05.050.001,安全阀帽/ABS,4091,黄萍
1.05.051.001,安全阀体/ABS,4091,黄萍
1.05.052.001,安全阀芯/ABS,4091,黄萍
1.05.052.002,安全阀芯-改模后/ABS,4091,黄萍
1.05.052.003,止回阀芯/DN10-3kpa,4091,黄萍
1.05.053.001,自动阻尼壳体,4091,黄萍
1.05.053.002,自动阻尼上盖,4091,黄萍
1.05.053.003,座盖阻尼盖/YE PA66+G30,4091,黄萍
1.05.053.004,座盖阻尼座/YE PA66+G30,4091,黄萍
1.05.053.005,座圈阻尼盖/YE PA66+G30,4091,黄萍
1.05.053.006,座圈阻尼座/YE PA66+G30,4091,黄萍
1.05.053.007,YG自动阻尼前壳/PA66+30%GF,4091,黄萍
1.05.053.008,YG自动阻尼后壳/PA66+30%GF,4091,黄萍
1.05.053.009,YK座圈手动阻尼座/PA66+30%GF,4091,黄萍
1.05.053.010,YK座盖手动阻尼座/PA66+30%GF,4091,黄萍
1.05.053.011,YT座盖自动阻尼外壳/PA66+30%GF,,
1.05.053.012,YT座圈自动阻尼外壳/PA66+30%GF,,
1.05.053.013,座盖自动阻尼壳/PC/YK改款,4091,黄萍
1.05.053.014,座圈自动阻尼壳/PC/YK改款,4091,黄萍
1.05.053.015,自动阻尼/SW1293座盖自动阻尼外壳/PA66+GF30%/ ,4091,黄萍
1.05.053.016,自动阻尼/SW1293座圈自动阻尼外壳/PA66+GF30%/ ,4091,黄萍
1.05.053.017,自动阻尼/电动阻尼壳/PA66+GF30%,4091,黄萍
1.05.053.018,座盖电动阻尼外壳/零水压/D6A,4091,黄萍
1.05.053.019,座圈电动阻尼外壳/零水压/D6A,4091,黄萍
1.05.053.020,座圈自动阻尼壳/PA66+GF30%/7001,4091,黄萍
1.05.053.021,座盖自动阻尼壳/PA66+GF30%/7001,4091,黄萍
1.05.053.022,自动阻尼壳/F1Q座盖自动阻尼固定壳/PA66+30%GF/ ,,
1.05.053.023,自动阻尼壳/F1Q座圈自动阻尼固定壳/PA66+30%GF/ ,,
1.05.055.001,停用-涡杆/POM,,
1.05.056.001,停用-涡轮/POM,,
1.05.057.001,停用-A齿/POM,,
1.05.057.002,停用-B齿/粉末冶金,,
1.05.057.003,停用-C齿/粉末冶金,,
1.05.057.004,停用-D齿/粉末冶金,,
1.05.058.001,停用-电机支架/PA66+G30,,
1.05.059.001,停用-CW输出轴/夹角24° PA66+G30,,
1.05.059.002,停用-CCW输出轴/夹角96° PA66+G30,,
1.05.060.001,转轮上盖/透明ABS,,
1.05.060.002,流量计转轮上盖2/透明ABS,,
1.05.060.003,流量计转轮上盖3/透明ABS,,
1.05.061.001,流量计转轮/ABS黑色,4091,黄萍
1.05.061.002,流量计转轮2/黑色POM,4091,黄萍
1.05.061.003,流量计装置（委外加工）,4091,黄萍
1.05.061.004,流量计装置2（委外加工）,4091,黄萍
1.05.062.001,安装帽(安全帽)/POM,4091,黄萍
1.05.062.002,保护帽/软PVC φ8,4091,黄萍
1.05.063.001,水温检测壳体/POM,,
1.05.064.001,瞬间加热器壳体,,
1.05.065.001,进水帽,,
1.05.065.002,水温固定帽/黑色POM,4091,黄萍
1.05.065.003,水温固定帽/POM/本色,4091,黄萍
1.05.065.004,水温传感器塑料环/φ6.8*3.5,,
1.05.065.005,加热器进水端/PA66+GF30%/D6A,,
1.05.066.001,出水帽,,
1.05.067.001,装饰窗（烘干）,,
1.05.068.001,不锈钢管帽/4分/配密封垫,,
1.05.068.002,电源线堵头,,
1.05.068.003,电磁阀进水嘴堵头/F1C,,
1.05.068.004,进水口堵头/TYPE-E,4091,黄萍
1.05.068.005,四分堵头,,
1.05.068.006,FIM清洗器支架堵头/1.6双孔堵头,4091,黄萍
1.05.069.001,排水阀套筒固定座,,
1.05.070.001,进水端/NYLON G30%,4091,黄萍
1.05.070.002,加热体/NYLON G30%,4091,黄萍
1.05.070.003,保险丝压板/POM,4091,黄萍
1.05.070.004,出水端/POM,4091,黄萍
1.05.070.005,加热器PCB外壳,4091,黄萍
1.05.070.006,加热器过渡件/ABS,4091,黄萍
1.05.070.007,加热器过渡件/美标即热式,4091,黄萍
1.05.070.008,加热器/加热体惠达/PA66+GF30%(117mm*52.7mm*51.9mm),4091,黄萍
1.05.070.009,加热器/进水端/PA66+GF30%(43mm*40.6mm*20mm),4091,黄萍
1.05.070.010,混水盒上盖/ABS,4091,黄萍
1.05.070.011,混水盒下壳/ABS,4091,黄萍
1.05.070.012,加热器/保险丝压板（F1M）/POM,4091,黄萍
1.05.070.013,加热器/F1M加热体/NYLON+30%GF,4091,黄萍
1.05.070.014,加热体（双温控器）/NYLON+30%GF,4091,黄萍
1.05.070.015,温控器压板/阻燃PA+GF30%/乳白色,4091,黄萍
1.05.070.016,加热体aB13302/阻燃PA66+30%GF乳白色/63*35*27,4091,黄萍
1.05.070.017,进水端aB13302/阻燃PA66+30%GF乳白色/36*28*20,4091,黄萍
1.05.070.018,温控器压板2/阻燃PA66+GF30%,4091,黄萍
1.05.070.019,加热体MI/V-0阻燃PA66+30%GF/97*42*36（智米专用）,4091,黄萍
1.05.070.020,进水端aB13303/阻燃PA66+30%GF 智米白色/36*28*20,4091,黄萍
1.05.070.021,温控器压板2/阻燃PA66+GF30%/智米白色,4091,黄萍
1.05.070.022,加热器/加热器进水端/零水压/D6A,4091,黄萍
1.05.070.023,加热器/F1N加热器保险丝压板/V-0阻燃ABS//,4091,黄萍
1.05.070.024,加热器/加热器进水端/阻燃PA66+30%GF/F1N,4091,黄萍
1.05.070.025,加热器/F1N加热体/阻燃PA66+30%GF,4091,黄萍
1.05.071.001,双管进水嘴/F1A601 ABS 白色,4091,黄萍
1.05.071.002,清洗双管(Q02)/ABS 白色,4091,黄萍
1.05.071.003,男用小管(Q03)/ABS 白色,4091,黄萍
1.05.071.004,女用小管(Q04)/ABS 白色,4091,黄萍
1.05.071.005,男用喷头(Q05)/ABS 白色,4091,黄萍
1.05.071.006,女用喷头(Q06)/ABS 白色,4091,黄萍
1.05.071.007,排污套(Q13)/ABS 白色,4091,黄萍
1.05.071.008,封水环(Q09)/ABS,4091,黄萍
1.05.071.009,进水盖板(Q01),4091,黄萍
1.05.071.010,过渡件/ABS 钢管清洗器用,4091,黄萍
1.05.071.011,封水盖板/美标即热式,,
1.05.071.012,清洗器过渡件/ABS 钢管清洗器用/智米白色,4091,黄萍
1.05.071.013,清洗器过渡件2/ABS 钢管清洗器用/智米白色,4091,黄萍
1.05.071.014,水压式清洗器/F1N清洗器端盖/ABS,4091,黄萍
1.05.072.001,过轴阀体(f01)/F1A601 PA66+30%GF,,
1.05.072.002,过水阀体(f02)/ABS,,
1.05.072.003,转轴(f03)/ABS,,
1.05.073.001,把手外壳,4091,黄萍
1.05.073.002,把手盖,4091,黄萍
1.05.073.003,把手手柄,4091,黄萍
1.05.073.004,把手外壳/F1A604 白色ABS,4091,黄萍
1.05.073.0040,把手外壳/F1A白ABS  0915,,
1.05.073.005,把手盖/F1A604 白色ABS,4091,黄萍
1.05.073.0050,把手盖/F1A 白 ABS 0915,,
1.05.073.006,把手手柄/F1A604 白色ABS,4091,黄萍
1.05.073.0060,把手手柄/F1A 白 ABS 0915,,
1.05.073.007,把手/81002,4091,黄萍
1.05.073.008,把手上盖/81002,4091,黄萍
1.05.073.009,把手按钮/81002,4091,黄萍
1.05.073.010,把手盖/F1C604 透明PMMA,4091,黄萍
1.05.073.0100,把手盖,,
1.05.073.011,把手,4091,黄萍
1.05.073.0110, 把手/F1C ABS 0915,,
1.05.073.012,把手,4091,黄萍
1.05.073.0120,把手/F1D ABS 0915,,
1.05.073.013,把手盖/F1D604 深茶色PMMA,4091,黄萍
1.05.073.014,操作面板上盖/TYPE-E,4091,黄萍
1.05.073.015,操作面板下盖/TYPE-E,4091,黄萍
1.05.073.016,小操作面板/TYPE-E,4091,黄萍
1.05.073.017,把手盖,4167,尹嘉敏
1.05.073.0170, 把手盖/F1D ABS白0915,,
1.05.073.018,操作面板上盖/F1G  PP,4091,黄萍
1.05.073.019,操作面板下盖/F1G  PP,4091,黄萍
1.05.073.020,操作面板上盖/F1K 惠达PP,4091,黄萍
1.05.073.021,操作面板下盖/F1K 惠达PP,4091,黄萍
1.05.073.022,操作面板/F1M按键面板/白色 PP,4091,黄萍
1.05.073.023,操作面板上盖（F1K）/TYPE-E PP,4167,尹嘉敏
1.05.073.024,操作面板下盖（F1K）/TYPE-E PP,4167,尹嘉敏
1.05.073.025,操作面板下壳/MI/V-0阻燃ABS/242*94*38（智米专用）,4091,黄萍
1.05.073.026,操作面板/MI/V-0阻燃ABS灰色/160*53*10（智米专用）,4091,黄萍
1.05.073.027,操作面板PC外壳/MI/V-0阻燃PC/162*56*12（智米专用）,4091,黄萍
1.05.073.028,MI小按键/灰色V-0阻燃ABS/φ15*3.8（智米专用）,4091,黄萍
1.05.073.029,操作面板/美标F1M按键面板/白色 PP,4091,黄萍
1.05.073.030,操作面板/怡和F1M操作面板/ABS/ ,4091,黄萍
1.05.073.031,操作面板上盖/TYPE-E/怡和 PP,4091,黄萍
1.05.073.032,操作面板下盖/TYPE-E/怡和 PP,4091,黄萍
1.05.073.033,操作面板/美标F1M/新,4091,黄萍
1.05.074.001,平板装饰窗,4091,黄萍
1.05.074.002,平板装饰窗,4091,黄萍
1.05.074.003,按键装饰环,4091,黄萍
1.05.074.004,F1A 装饰板/透明PMMA,4091,黄萍
1.05.074.005,F1B装饰板/ 透明PMMA,4091,黄萍
1.05.074.006,按键装饰环,4091,黄萍
1.05.074.007,按键装饰环/BH1-YB1801蓝色,4091,黄萍
1.05.074.008,平板装饰窗/BH1-YB1801 透明PMMA,,
1.05.074.009,平板装饰窗/BH1-YB1801 黑色PMMA,4091,黄萍
1.05.074.010,平板装饰窗/BH1-YE1801 透明PMMA,4091,黄萍
1.05.074.011,平板装饰窗,4091,黄萍
1.05.074.012,F1B装饰板/ 黑色PMMA,4091,黄萍
1.05.074.013,装饰条,4091,黄萍
1.05.074.014,把手装饰片/81002(无LOGO),4091,黄萍
1.05.074.015,LED背光,4091,黄萍
1.05.074.016,装饰条,4091,黄萍
1.05.074.017,装饰条/F1C604  透明PMMA,4091,黄萍
1.05.074.018,把手装饰条,4091,黄萍
1.05.074.0180,把手装饰条/F1C ABS 0915,,
1.05.074.019,F1D装饰板/ 黑色不透明PMMA,4091,黄萍
1.05.074.020,LED背光源,4091,黄萍
1.05.074.021,F1D装饰板/透明PMMA,4091,黄萍
1.05.074.022,把手装饰片,4091,黄萍
1.05.074.023,F1B装饰板/ 茄皮紫,4091,黄萍
1.05.074.024,YG装饰板,4091,黄萍
1.05.074.025,装饰条/F1D茄皮紫,4091,黄萍
1.05.074.026,YG装饰板/亚克力透明,4091,黄萍
1.05.074.027,整机外罩/HDE1115,4091,黄萍
1.05.074.028,装饰板/YH   PMMA,4091,黄萍
1.05.074.030,YG装饰板/土豪金 ,4091,黄萍
1.05.074.031,YG装饰板/YG 红色,4091,黄萍
1.05.074.032,YG装饰板,4091,黄萍
1.05.074.033,F1A装饰板/ABS本色,4091,黄萍
1.05.074.034,F1A装饰板/黑色PMMA,4091,黄萍
1.05.074.035,停用-F1A 装饰板/白  ABS121H-X0585,4091,黄萍
1.05.074.036,F1B装饰板/ABS本色,4091,黄萍
1.05.074.037,F1B 装饰板,4091,黄萍
1.05.074.038,F1C 装饰板/黑色PMMA,4091,黄萍
1.05.074.039,F1C 装饰板/ABS本色,4091,黄萍
1.05.074.040,F1C 装饰板,4091,黄萍
1.05.074.041,F1D装饰板/  ABS本色,4091,黄萍
1.05.074.042,F1D装饰板,4091,黄萍
1.05.074.043,F1A装饰板/土豪金 ,4091,黄萍
1.05.074.044,F1B装饰板/土豪金,4091,黄萍
1.05.074.045,F1C装饰板/土豪金,4091,黄萍
1.05.074.046,F1D装饰板/土豪金,4091,黄萍
1.05.074.047,YG装饰板/枣红色,4091,黄萍
1.05.074.048,F1A装饰板/白色ABS 121H-X0915,4091,黄萍
1.05.074.049,F1B装饰板/白色ABS 121H-X0915,4091,黄萍
1.05.074.050,YK装饰板/ABS 0915 白,4091,黄萍
1.05.074.051,F1C装饰板/白 ABS 121H-X0915,4091,黄萍
1.05.074.052,F1D装饰板/白 ABS 121H-X0915,4091,黄萍
1.05.074.053,YK装饰板/土豪金(香槟金),4091,黄萍
